iteration,pid,num_targets,target_w,target_d,target_id,timestamp,input
1,1,10,40,350,0,1782742007.6783,mouse
1,1,10,40,350,1,1782742008.6339,mouse
1,1,10,40,350,2,1782742009.6235,mouse
1,1,10,40,350,3,1782742010.4465,mouse
1,1,10,40,350,4,1782742011.2092,mouse
1,1,10,40,350,5,1782742012.0388,mouse
1,1,10,40,350,6,1782742012.7046,mouse
1,1,10,40,350,7,1782742013.3008,mouse
1,1,10,40,350,8,1782742014.1711,mouse
1,1,10,40,350,9,1782742014.8468,mouse
2,1,10,40,350,0,1782742015.3986,mouse
2,1,10,40,350,1,1782742016.2038,mouse
2,1,10,40,350,2,1782742017.0564,mouse
2,1,10,40,350,3,1782742017.9619,mouse
2,1,10,40,350,4,1782742018.8452,mouse
2,1,10,40,350,5,1782742019.7555,mouse
2,1,10,40,350,6,1782742020.5407,mouse
2,1,10,40,350,7,1782742021.3692,mouse
2,1,10,40,350,8,1782742022.0519,mouse
2,1,10,40,350,9,1782742022.9047,mouse
0,1,10,40,300,0,1782742023.7509,mouse
0,1,10,40,300,1,1782742024.4875,mouse
0,1,10,40,300,2,1782742025.236,mouse
0,1,10,40,300,3,1782742026.0314,mouse
0,1,10,40,300,4,1782742026.7198,mouse
0,1,10,40,300,5,1782742027.6068,mouse
0,1,10,40,300,6,1782742028.4026,mouse
0,1,10,40,300,7,1782742029.1302,mouse
0,1,10,40,300,8,1782742029.7777,mouse
0,1,10,40,300,9,1782742030.5844,mouse
1,1,10,40,300,0,1782742031.1629,mouse
1,1,10,40,300,1,1782742032.0406,mouse
1,1,10,40,300,2,1782742032.9775,mouse
1,1,10,40,300,3,1782742034.0571,mouse
1,1,10,40,300,4,1782742035.001,mouse
1,1,10,40,300,5,1782742035.8655,mouse
1,1,10,40,300,6,1782742036.484,mouse
1,1,10,40,300,7,1782742037.3199,mouse
1,1,10,40,300,8,1782742038.2314,mouse
1,1,10,40,300,9,1782742039.0184,mouse
2,1,10,40,300,0,1782742039.5667,mouse
2,1,10,40,300,1,1782742040.5934,mouse
2,1,10,40,300,2,1782742041.4552,mouse
2,1,10,40,300,3,1782742042.4804,mouse
2,1,10,40,300,4,1782742043.2542,mouse
2,1,10,40,300,5,1782742044.3744,mouse
2,1,10,40,300,6,1782742045.1101,mouse
2,1,10,40,300,7,1782742045.7294,mouse
2,1,10,40,300,8,1782742046.3963,mouse
2,1,10,40,300,9,1782742047.0129,mouse
0,1,10,30,350,0,1782742047.8304,mouse
0,1,10,30,350,1,1782742048.8191,mouse
0,1,10,30,350,2,1782742049.7215,mouse
0,1,10,30,350,3,1782742050.7801,mouse
0,1,10,30,350,4,1782742051.7452,mouse
0,1,10,30,350,5,1782742052.6078,mouse
0,1,10,30,350,6,1782742053.3437,mouse
0,1,10,30,350,7,1782742054.3117,mouse
0,1,10,30,350,8,1782742055.1271,mouse
0,1,10,30,350,9,1782742055.9875,mouse
1,1,10,30,350,0,1782742056.631,mouse
1,1,10,30,350,1,1782742057.5515,mouse
1,1,10,30,350,2,1782742058.5446,mouse
1,1,10,30,350,3,1782742059.4221,mouse
1,1,10,30,350,4,1782742060.1294,mouse
1,1,10,30,350,5,1782742061.01,mouse
1,1,10,30,350,6,1782742061.6341,mouse
1,1,10,30,350,7,1782742062.4172,mouse
1,1,10,30,350,8,1782742063.1617,mouse
1,1,10,30,350,9,1782742063.9043,mouse
2,1,10,30,350,0,1782742064.6079,mouse
2,1,10,30,350,1,1782742065.3546,mouse
2,1,10,30,350,2,1782742066.2663,mouse
2,1,10,30,350,3,1782742067.2042,mouse
2,1,10,30,350,4,1782742068.2025,mouse
2,1,10,30,350,5,1782742069.08,mouse
2,1,10,30,350,6,1782742069.733,mouse
2,1,10,30,350,7,1782742070.4989,mouse
2,1,10,30,350,8,1782742071.2294,mouse
2,1,10,30,350,9,1782742072.1203,mouse
0,1,10,50,350,0,1782742073.1612,mouse
0,1,10,50,350,1,1782742073.991,mouse
0,1,10,50,350,2,1782742074.5735,mouse
0,1,10,50,350,3,1782742075.251,mouse
0,1,10,50,350,4,1782742075.9699,mouse
0,1,10,50,350,5,1782742077.4587,mouse
0,1,10,50,350,6,1782742078.2145,mouse
0,1,10,50,350,7,1782742078.9939,mouse
0,1,10,50,350,8,1782742079.6325,mouse
0,1,10,50,350,9,1782742080.366,mouse
1,1,10,50,350,0,1782742081.1826,mouse
1,1,10,50,350,1,1782742082.0166,mouse
1,1,10,50,350,2,1782742082.8223,mouse
1,1,10,50,350,3,1782742083.5556,mouse
1,1,10,50,350,4,1782742084.3394,mouse
1,1,10,50,350,5,1782742085.1107,mouse
1,1,10,50,350,6,1782742085.7922,mouse
1,1,10,50,350,7,1782742086.5836,mouse
1,1,10,50,350,8,1782742087.2352,mouse
1,1,10,50,350,9,1782742089.0484,mouse
2,1,10,50,350,0,1782742089.6436,mouse
2,1,10,50,350,1,1782742090.6689,mouse
2,1,10,50,350,2,1782742091.4857,mouse
2,1,10,50,350,3,1782742092.2908,mouse
2,1,10,50,350,4,1782742093.1174,mouse
2,1,10,50,350,5,1782742093.9777,mouse
2,1,10,50,350,6,1782742095.1565,mouse
2,1,10,50,350,7,1782742095.9793,mouse
2,1,10,50,350,8,1782742096.76,mouse
2,1,10,50,350,9,1782742097.6225,mouse
