iteration,pid,num_targets,target_w,target_d,target_id,timestamp,input
1,1,10,40,350,0,1782742007.6783,mouse
1,1,10,40,350,1,1782742008.6339,mouse
1,1,10,40,350,2,1782742009.6235,mouse
1,1,10,40,350,3,1782742010.4465,mouse
1,1,10,40,350,4,1782742011.2092,mouse
1,1,10,40,350,5,1782742012.0388,mouse
1,1,10,40,350,6,1782742012.7046,mouse
1,1,10,40,350,7,1782742013.3008,mouse
1,1,10,40,350,8,1782742014.1711,mouse
1,1,10,40,350,9,1782742014.8468,mouse
2,1,10,40,350,0,1782742015.3986,mouse
2,1,10,40,350,1,1782742016.2038,mouse
2,1,10,40,350,2,1782742017.0564,mouse
2,1,10,40,350,3,1782742017.9619,mouse
2,1,10,40,350,4,1782742018.8452,mouse
2,1,10,40,350,5,1782742019.7555,mouse
2,1,10,40,350,6,1782742020.5407,mouse
2,1,10,40,350,7,1782742021.3692,mouse
2,1,10,40,350,8,1782742022.0519,mouse
2,1,10,40,350,9,1782742022.9047,mouse
0,1,10,40,300,0,1782742023.7509,mouse
0,1,10,40,300,1,1782742024.4875,mouse
0,1,10,40,300,2,1782742025.236,mouse
0,1,10,40,300,3,1782742026.0314,mouse
0,1,10,40,300,4,1782742026.7198,mouse
0,1,10,40,300,5,1782742027.6068,mouse
0,1,10,40,300,6,1782742028.4026,mouse
0,1,10,40,300,7,1782742029.1302,mouse
0,1,10,40,300,8,1782742029.7777,mouse
0,1,10,40,300,9,1782742030.5844,mouse
1,1,10,40,300,0,1782742031.1629,mouse
1,1,10,40,300,1,1782742032.0406,mouse
1,1,10,40,300,2,1782742032.9775,mouse
1,1,10,40,300,3,1782742034.0571,mouse
1,1,10,40,300,4,1782742035.001,mouse
1,1,10,40,300,5,1782742035.8655,mouse
1,1,10,40,300,6,1782742036.484,mouse
1,1,10,40,300,7,1782742037.3199,mouse
1,1,10,40,300,8,1782742038.2314,mouse
1,1,10,40,300,9,1782742039.0184,mouse
2,1,10,40,300,0,1782742039.5667,mouse
2,1,10,40,300,1,1782742040.5934,mouse
2,1,10,40,300,2,1782742041.4552,mouse
2,1,10,40,300,3,1782742042.4804,mouse
2,1,10,40,300,4,1782742043.2542,mouse
2,1,10,40,300,5,1782742044.3744,mouse
2,1,10,40,300,6,1782742045.1101,mouse
2,1,10,40,300,7,1782742045.7294,mouse
2,1,10,40,300,8,1782742046.3963,mouse
2,1,10,40,300,9,1782742047.0129,mouse
